id,order_id,product_id,quantity,price,cost,"created_at","updated_at"
212,212,36,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
213,213,73,1,8500,2975,"2016-08-30 21:25:49","2016-08-30 21:25:49"
214,214,36,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
215,215,55,1,5000,1500,"2016-08-30 21:25:49","2016-08-30 21:25:49"
216,216,5,1,9900,5445,"2016-08-30 21:25:49","2016-08-30 21:25:49"
217,217,1,1,9000,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
218,218,77,1,9900,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
219,219,66,1,5000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
220,220,44,1,4000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
221,221,63,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
222,222,36,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
223,223,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
224,224,80,1,8000,4000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
225,225,51,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
226,226,79,1,9500,4750,"2016-08-30 21:25:49","2016-08-30 21:25:49"
227,227,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
228,228,38,1,9000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
229,229,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
230,230,10,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
231,231,71,1,9900,3960,"2016-08-30 21:25:49","2016-08-30 21:25:49"
232,232,67,1,8500,2550,"2016-08-30 21:25:49","2016-08-30 21:25:49"
233,233,57,1,4000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
234,234,69,1,9900,4455,"2016-08-30 21:25:49","2016-08-30 21:25:49"
235,235,35,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
236,236,3,1,9900,3960,"2016-08-30 21:25:49","2016-08-30 21:25:49"
237,237,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
238,238,19,1,5000,1500,"2016-08-30 21:25:49","2016-08-30 21:25:49"
239,239,22,1,8500,3400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
240,240,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
241,241,75,1,8900,4005,"2016-08-30 21:25:49","2016-08-30 21:25:49"
242,242,23,1,9900,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
243,243,53,1,5000,1750,"2016-08-30 21:25:49","2016-08-30 21:25:49"
244,244,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
245,245,16,1,8900,2670,"2016-08-30 21:25:49","2016-08-30 21:25:49"
246,246,26,1,4000,1400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
247,247,8,1,4000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
248,248,46,1,4000,1400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
249,249,48,1,8500,4250,"2016-08-30 21:25:49","2016-08-30 21:25:49"
250,250,44,1,4000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
251,251,78,1,4000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
252,252,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
253,253,6,1,4000,2200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
254,254,52,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
255,255,8,1,4000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
256,256,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
257,257,5,1,9900,5445,"2016-08-30 21:25:49","2016-08-30 21:25:49"
258,258,43,1,4000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
259,259,19,1,5000,1500,"2016-08-30 21:25:49","2016-08-30 21:25:49"
260,260,76,1,8000,4000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
261,261,7,1,7000,3150,"2016-08-30 21:25:49","2016-08-30 21:25:49"
262,262,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
263,263,44,1,4000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
264,264,7,1,7000,3150,"2016-08-30 21:25:49","2016-08-30 21:25:49"
265,265,51,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
266,266,12,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
267,267,70,1,8500,4250,"2016-08-30 21:25:49","2016-08-30 21:25:49"
268,268,22,1,8500,3400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
269,269,3,1,9900,3960,"2016-08-30 21:25:49","2016-08-30 21:25:49"
270,270,2,1,9900,5445,"2016-08-30 21:25:49","2016-08-30 21:25:49"
271,271,52,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
272,272,52,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
273,273,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
274,274,67,1,8500,2550,"2016-08-30 21:25:49","2016-08-30 21:25:49"
275,275,72,1,9900,3465,"2016-08-30 21:25:49","2016-08-30 21:25:49"
276,276,51,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
277,277,65,1,8000,4400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
278,278,12,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
279,279,1,1,9000,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
280,280,9,1,6000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
281,281,18,1,8500,3400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
282,282,18,1,8500,3400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
283,283,55,1,5000,1500,"2016-08-30 21:25:49","2016-08-30 21:25:49"
284,284,75,1,8900,4005,"2016-08-30 21:25:49","2016-08-30 21:25:49"
285,285,40,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
286,286,67,1,8500,2550,"2016-08-30 21:25:49","2016-08-30 21:25:49"
287,287,40,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
288,288,28,1,8000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
289,289,60,1,7000,3150,"2016-08-30 21:25:49","2016-08-30 21:25:49"
290,290,64,1,5000,1750,"2016-08-30 21:25:49","2016-08-30 21:25:49"
291,291,31,1,6000,1800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
292,292,30,1,8000,3600,"2016-08-30 21:25:49","2016-08-30 21:25:49"
293,293,65,1,8000,4400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
294,294,29,1,9500,3800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
295,295,29,1,9500,3800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
296,296,71,1,9900,3960,"2016-08-30 21:25:49","2016-08-30 21:25:49"
297,297,2,1,9900,5445,"2016-08-30 21:25:49","2016-08-30 21:25:49"
298,298,65,1,8000,4400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
299,299,36,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
300,300,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
301,301,10,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
302,302,60,1,7000,3150,"2016-08-30 21:25:49","2016-08-30 21:25:49"
303,303,34,1,7000,2800,"2016-08-30 21:25:49","2016-08-30 21:25:49"
304,304,35,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
305,305,50,1,5000,2250,"2016-08-30 21:25:49","2016-08-30 21:25:49"
306,306,56,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
307,307,48,1,8500,4250,"2016-08-30 21:25:49","2016-08-30 21:25:49"
308,308,77,1,9900,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
309,309,75,1,8900,4005,"2016-08-30 21:25:49","2016-08-30 21:25:49"
310,310,35,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
311,311,54,1,7000,2100,"2016-08-30 21:25:49","2016-08-30 21:25:49"
312,312,55,1,5000,1500,"2016-08-30 21:25:49","2016-08-30 21:25:49"
313,313,47,1,9500,3325,"2016-08-30 21:25:49","2016-08-30 21:25:49"
314,314,6,1,4000,2200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
315,315,39,1,8900,4895,"2016-08-30 21:25:49","2016-08-30 21:25:49"
316,316,73,1,8500,2975,"2016-08-30 21:25:49","2016-08-30 21:25:49"
317,317,2,1,9900,5445,"2016-08-30 21:25:49","2016-08-30 21:25:49"
318,318,60,1,7000,3150,"2016-08-30 21:25:49","2016-08-30 21:25:49"
319,319,23,1,9900,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
320,320,1,1,9000,4950,"2016-08-30 21:25:49","2016-08-30 21:25:49"
321,321,54,1,7000,2100,"2016-08-30 21:25:49","2016-08-30 21:25:49"
322,322,63,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
323,323,43,1,4000,2000,"2016-08-30 21:25:49","2016-08-30 21:25:49"
324,324,35,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
325,325,61,1,8000,3200,"2016-08-30 21:25:49","2016-08-30 21:25:49"
326,326,67,1,8500,2550,"2016-08-30 21:25:49","2016-08-30 21:25:49"
327,327,71,1,9900,3960,"2016-08-30 21:25:49","2016-08-30 21:25:49"
328,328,40,1,8900,3560,"2016-08-30 21:25:49","2016-08-30 21:25:49"
329,329,73,1,8500,2975,"2016-08-30 21:25:49","2016-08-30 21:25:49"
330,330,75,1,8900,4005,"2016-08-30 21:25:49","2016-08-30 21:25:49"
331,331,35,1,8000,2400,"2016-08-30 21:25:49","2016-08-30 21:25:49"
